Model ID,PubMed ID,Author,Year,Journal,Title,Primary Index Condition,Secondary Index Condition,Outcome,Model Sample Size,Cohort Sample Size,Number of Events,Follow-Up Duration,AUROC,Calibration Reported,Covariates,MH
93-001-03,8213274,Niskanen,1993,Acta Neurochirurgica,One-year outcome in early aneurysm surgery: prediction of outcome,Stroke,Hemorrhage,Functional Outcome,559,839,128,Long (> 6 months),,No,"Age, Aneurysm Site, Cardiopulmonary Event, Grade, Hypodense Areas on CT, Intraventricular Bleeding, Ligation of Major Vessel, Prior Bleeding, Post-Op ICH","Adolescent; Adult; Aged; Aneurysm, Ruptured/mortality/radiography/*surgery; Brain Damage, Chronic/mortality/radiography; Cerebral Angiography; Child; Female; Follow-Up Studies; Humans; Intracranial Aneurysm/mortality/radiography/*surgery; Ischemic Attack, Transient/mortality/radiography/surgery; Male; Middle Aged; Neurologic Examination; Postoperative Complications/mortality/radiography; Subarachnoid Hemorrhage/mortality/radiography/surgery; Survival Rate; Tomography, X-Ray Computed; Treatment Outcome"
93-001-04,8241212,Campana,1993,Journal of Heart & Lung Transplantation,Predictors of prognosis in patients awaiting heart transplantation,Congestive Heart Failure (CHF),N/A,Mortality,388,388,99,Long (> 6 months),,No,"Cardiac Output, PAP, NYHA Class, Systemic Arterial Pressure, Third Heart Sound, VHD","Adolescent; Adult; Aged; Blood Pressure/physiology; Cardiac Output/physiology; Cardiomyopathy, Dilated/drug therapy/physiopathology; Child; Coronary Disease/drug therapy/physiopathology; Electrocardiography; Female; Follow-Up Studies; Forecasting; Heart Diseases/*physiopathology; Heart Transplantation/physiology/*statistics & numerical data; Humans; Male; Middle Aged; Multivariate Analysis; Prognosis; Risk Factors; Stroke Volume/physiology; Survival Rate; Ventricular Function, Left/physiology"
93-001-05,8403305,Thompson,1993,Circulation,Predicting early and intermediate-term outcome of coronary angioplasty in the elderly,Coronary Artery Disease (CAD),Revascularization,Major Adverse Cardiac Events (MACE),982,982,62,Short (< 3 months),,No,"Number of Lesions, Age","Age Factors; Aged; Angioplasty, Balloon, Coronary/adverse effects/*statistics & numerical data; Coronary Disease/*mortality/*therapy; Female; Follow-Up Studies; Hospital Mortality; Humans; Logistic Models; Male; Proportional Hazards Models; Prospective Studies; Risk Factors; Survival Rate; Time Factors; Treatment Outcome"
93-001-06,8403305,Thompson,1993,Circulation,Predicting early and intermediate-term outcome of coronary angioplasty in the elderly,Coronary Artery Disease (CAD),Revascularization,Major Adverse Cardiac Events (MACE),982,982,,Long (> 6 months),,No,"Number of Lesions, CHF, Comorbidities","Age Factors; Aged; Angioplasty, Balloon, Coronary/adverse effects/*statistics & numerical data; Coronary Disease/*mortality/*therapy; Female; Follow-Up Studies; Hospital Mortality; Humans; Logistic Models; Male; Proportional Hazards Models; Prospective Studies; Risk Factors; Survival Rate; Time Factors; Treatment Outcome"
93-001-07,8428285,Kalra,1993,British Journal of Surgery,Myocardial infarction after reconstruction of the abdominal aorta,Peripheral Vascular Disease (PVD),N/A,Myocardial Infarction (MI),555,555,35,Short (< 3 months),,No,"Age, Angina, TIA, Creatinine","Aorta, Abdominal/*surgery; Aortic Diseases/*surgery; Arrhythmias, Cardiac/etiology; Female; Humans; Male; Middle Aged; Myocardial Infarction/*etiology; *Postoperative Complications; Risk Factors; Time Factors"
93-001-08,8445178,Young,1993,Journal of Emergency Medicine,Inability to validate a predictive score for infective endocarditis in intravenous drug users,Endocarditis,N/A,Endocarditis,125,125,63,diagnosis,0.926,No,"CXR, Differential, Partial Pressure, Medical History, WBC","Adult; Emergencies; Endocarditis, Bacterial/*diagnosis; False Positive Reactions; Female; Humans; Male; Predictive Value of Tests; Retrospective Studies; Risk Factors; *Substance Abuse, Intravenous"
93-001-09,8460854,Morrow,1993,Annals of Internal Medicine,Prediction of cardiovascular death in men undergoing noninvasive evaluation for coronary artery disease,Coronary Artery Disease (CAD),Stable,Major Adverse Cardiac Events (MACE),2546,2546,163,Long (> 6 months),0.78,No,"SBP, CHF or Digoxin, ST Depression, METs",Aged; Coronary Disease/*mortality/physiopathology; Electrocardiography; Exercise Test; Follow-Up Studies; Hemodynamics; Humans; Male; Middle Aged; Predictive Value of Tests; Proportional Hazards Models; Survival Analysis
94-001-01,7934270,Selker,1994,Medical Care,"A time-insensitive predictive instrument for acute hospital mortality due to congestive heart failure: development, testing, and use for comparing hospitals: a multicenter study",Congestive Heart Failure (CHF),N/A,Mortality,401,401,,Short (< 3 months),0.9,Yes,"Age, T Waves, Sinus Rhythm, SBP",Acute Disease; Aged; Discriminant Analysis; Evaluation Studies as Topic; Female; Health Services Research/*methods; Heart Failure/*mortality; *Hospital Mortality; Hospitals/classification; Humans; *Logistic Models; Male; New England/epidemiology; Outcome Assessment (Health Care); Prospective Studies; Reproducibility of Results; Risk Factors; Sensitivity and Specificity; Survival Rate; Time Factors
94-001-02,8049922,Samy,1994,Cardiovascular Surgery,Glasgow aneurysm score,Aortic Diseases,N/A,Mortality,500,500,161,Short (< 3 months),,No,"Age, Cerebrovascular Disease, Myocardial Disease, Renal Disease, Shock","Age Factors; Aged; Aortic Aneurysm, Abdominal/*mortality/surgery; Aortic Rupture; Cerebrovascular Disorders/complications; Female; Heart Diseases/complications; Humans; Kidney Diseases/complications; Male; Multivariate Analysis; Prognosis; Risk Factors; Shock/complications"
94-001-03,8109553,Morley,1994,American Journal of Cardiology,Assessing risk by hemodynamic profile in patients awaiting cardiac transplantation,Congestive Heart Failure (CHF),N/A,Mortality,138,138,88,Long (> 6 months),,No,"Cardiac Output or Cardiac Index, PASP, PCWP, Vascular Resistance, RAP, Transpulmonary Gradient",Atrial Function/physiology; Blood Pressure/physiology; Cardiac Output/physiology; Cardiotonic Agents/therapeutic use; Cause of Death; Female; Heart Failure/physiopathology; Heart Transplantation/*statistics & numerical data; Hemodynamics/*physiology; Humans; Lung/blood supply; Male; Middle Aged; Myocardial Ischemia/physiopathology; Outcome Assessment (Health Care); Philadelphia/epidemiology; Prognosis; Pulmonary Wedge Pressure/physiology; Risk Factors; Survival Rate; Vascular Resistance/physiology; *Waiting Lists
94-001-04,8266381,D'Agostino,1994,Stroke,Stroke risk profile: adjustment for antihypertensive medication. The Framingham Study,Population Sample,N/A,Stroke,2372,2372,,Long (> 6 months),,No,"Age, AF, CVD, Smoking, Diabetes, LVH, Medications, SBP","Aged; Aged, 80 and over; Antihypertensive Agents/*therapeutic use; Blood Pressure/drug effects; Cerebrovascular Disorders/*etiology; Cohort Studies; Female; Humans; Male; Middle Aged; Probability; Proportional Hazards Models; Risk Factors; Sex Factors"
94-001-05,8266381,D'Agostino,1994,Stroke,Stroke risk profile: adjustment for antihypertensive medication. The Framingham Study,Population Sample,N/A,Stroke,3362,3362,,Long (> 6 months),,No,"Age, AF, CVD, Smoking, Diabetes, LVH, Medications, SBP","Aged; Aged, 80 and over; Antihypertensive Agents/*therapeutic use; Blood Pressure/drug effects; Cerebrovascular Disorders/*etiology; Cohort Studies; Female; Humans; Male; Middle Aged; Probability; Proportional Hazards Models; Risk Factors; Sex Factors"
94-001-06,8290048,Lisk,1994,Neurology,Early presentation of hemispheric intracerebral hemorrhage: prediction of outcome and guidelines for treatment allocation,Stroke,Hemorrhage,Functional Outcome,75,75,9,Short (< 3 months),,Yes,"Admission Interval, Age, DBP, GCS, Hemorrhage Diameter, Hemorrhage Location, Hyperventilation, Mannitol/Glycerol, Mental Status, Subarachnoid Blood, Surgery, SBP, Ventricular Enlargement, Ventricular Extension","Adult; Aged; Aged, 80 and over; Cerebral Hemorrhage/physiopathology/*surgery; Emergency Medical Services; Female; Forecasting; Glasgow Coma Scale; Guidelines as Topic; Humans; Male; Middle Aged; *Models, Theoretical; Multivariate Analysis; Regression Analysis; Retrospective Studies; Time Factors; Treatment Outcome"
94-001-07,8290048,Lisk,1994,Neurology,Early presentation of hemispheric intracerebral hemorrhage: prediction of outcome and guidelines for treatment allocation,Stroke,Hemorrhage,Functional Outcome,75,75,35,Short (< 3 months),,Yes,"Admission Interval, Age, DBP, GCS, Hemorrhage Diameter, Hemorrhage Location, Hyperventilation, Sex, Mass Effect, Mental Status, Pupil Abnormality, Subarachnoid Blood, Surgery, SBP, Ventricular Extension","Adult; Aged; Aged, 80 and over; Cerebral Hemorrhage/physiopathology/*surgery; Emergency Medical Services; Female; Forecasting; Glasgow Coma Scale; Guidelines as Topic; Humans; Male; Middle Aged; *Models, Theoretical; Multivariate Analysis; Regression Analysis; Retrospective Studies; Time Factors; Treatment Outcome"
95-001-01,7495587,Roques,1995,European Journal of Cardio-Thoracic Surgery,Quality of care in adult heart surgery: proposal for a self-assessment approach based on a French multicenter study,Cardiac Surgery,N/A,Mortality,7181,7181,294,Short (< 3 months),0.75,No,"AAD, Age, Respiratory Disease, Creatinine, LVEF, Reoperation, MI, PVD, Ventricular Septal Defect, VT/VF, Intubation, Embolectomy, Graft, Transplantation, Tricuspid Surgery, UA","Adult; Aged; Aged, 80 and over; *Cause of Death; Critical Care; Data Interpretation, Statistical; Female; France; Heart Diseases/mortality/*surgery; *Hospital Mortality; Humans; Male; Middle Aged; *Outcome and Process Assessment (Health Care); Postoperative Complications/*mortality/therapy; *Quality of Health Care; Risk Factors; *Severity of Illness Index"
95-001-02,7560620,Kimmel,1995,Journal of the American College of Cardiology,Development and validation of a simplified predictive index for major complications in contemporary percutaneous transluminal coronary angioplasty practice,Coronary Artery Disease (CAD),Revascularization,Major Adverse Cardiac Events (MACE),10622,10622,240,Short (< 3 months),0.71,Yes,"AMI, Age, Valve Disease, CHF, Emergency Procedure, Geographic Region, Lab Volume, Left Main Coronary Artery Attempted, Multivessel Disease, CABG, Catheterization, Valve Surgery, Shock, UA, Sex, Worst Lesion Type Attempted","Angioplasty, Balloon, Coronary/*adverse effects/statistics & numerical data; Coronary Artery Bypass; Coronary Disease/epidemiology/*therapy; Emergencies; Female; Hospital Mortality; Humans; Logistic Models; Male; Middle Aged; Myocardial Infarction/epidemiology; Prognosis; ROC Curve; Registries; Risk Assessment; Risk Factors; Treatment Outcome"
95-001-03,7594082,Mehra,1995,Journal of the American College of Cardiology,Predictive model to assess risk for cardiac allograft vasculopathy: an intravascular ultrasound study,Heart Transplant,N/A,Graft Vasculopathy,101,138,,Long (> 6 months),,No,"BP, Donor Age, Biopsy Score, Triglycerides","Adult; Aged; Confounding Factors (Epidemiology); Coronary Vessels/*pathology/*ultrasonography; Death, Sudden, Cardiac/etiology; Female; Graft Rejection/immunology; Heart Transplantation/*adverse effects/immunology/pathology/*ultrasonography; Humans; Immunosuppression; Logistic Models; Male; Middle Aged; Myocardial Infarction/etiology; Predictive Value of Tests; Prospective Studies; Risk Factors; Sensitivity and Specificity; Transplantation, Homologous; Tunica Intima/pathology/ultrasonography"
95-001-04,7612319,Coppola,1995,British Journal of General Practice,Scoring system to identify men at high risk of stroke: a strategy for general practice,Population Sample,N/A,Stroke,7735,7735,61,Long (> 6 months),,No,"Age, Angina, Smoking, SBP",Adult; Analysis of Variance; Cerebrovascular Disorders/*etiology/prevention & control; Family Practice; Follow-Up Studies; *Health Status Indicators; Humans; Male; Middle Aged; Predictive Value of Tests; Risk Factors
95-001-05,7625160,Mase,1995,Acta Neurologica Scandinavica,Immediate prognosis of primary intracerebral hemorrhage using an easy model for the prediction of survival,Stroke,Hemorrhage,Mortality,138,138,38,Short (< 3 months),,No,"GCS Score, ICH Size, Intraventricular Bleed","Adult; Aged; Aged, 80 and over; Blood Volume; Cerebral Hemorrhage/*diagnosis/mortality; Cerebral Ventricles/pathology; Female; *Glasgow Coma Scale; Humans; Male; Middle Aged; Prognosis; Sensitivity and Specificity; Survival Rate; *Tomography, X-Ray Computed"
95-001-06,7744536,Feinberg,1995,International Journal of Cardiology,Early risk stratification of patients with a first inferior wall acute myocardial infarction. SPRINT Study Group,Coronary Artery Disease (CAD),Acute Coronary Syndrome (ACS),Mortality,1841,1841,179,Short (< 3 months),,No,"Age, Glucose, Diabetes, Angina, Killip Class","Aged; Aged, 80 and over; Female; Follow-Up Studies; *Hospital Mortality; Humans; Israel; Male; Middle Aged; Myocardial Infarction/*mortality/prevention & control; Nifedipine/therapeutic use; Odds Ratio; Prognosis; Retrospective Studies; Risk Factors; Survival Rate; Time Factors"
95-001-07,7752753,Wells,1995,Lancet,Accuracy of clinical assessment of deep-vein thrombosis,Venous Thromboembolism (VTE),Diagnosis,Venous Thromboembolism (VTE),529,529,85,diagnosis,,No,"Alternative Diagnosis, Risk Factors",*Decision Trees; Femoral Vein/radiography/ultrasonography; Fibula/blood supply; Follow-Up Studies; Humans; Iliac Vein/radiography; Observer Variation; Phlebography; Pilot Projects; Popliteal Vein/radiography/ultrasonography; Predictive Value of Tests; Prevalence; Probability; Prospective Studies; Reproducibility of Results; Risk Factors; Sensitivity and Specificity; Thrombophlebitis/*diagnosis/radiography/ultrasonography; Thrombosis/radiography/ultrasonography; Tibia/blood supply
95-001-08,7799494,Calvin,1995,Journal of the American Medical Association,Risk stratification in unstable angina. Prospective validation of the Braunwald classification,Coronary Artery Disease (CAD),Acute Coronary Syndrome (ACS),Major Adverse Cardiac Events (MACE),393,393,77,Short (< 3 months),,Yes,"ST Depression, Beta Blockers, MI, IV Nitroglycerin","Age Factors; Aged; Angina, Unstable/*classification/*complications/mortality/therapy; Comorbidity; Diabetes Complications; Female; Heart Failure/epidemiology; Hospitalization; Humans; Logistic Models; Male; Middle Aged; Myocardial Infarction/epidemiology; Odds Ratio; Prospective Studies; Risk; Tachycardia, Ventricular/epidemiology; Ventricular Fibrillation/epidemiology"
95-001-09,7828293,Tu,1995,Circulation,"Multicenter Validation of a Risk Index for Mortality, Intensive Care Unit Stay, and Overall Hospital Length of Stay After Cardiac Surgery",Cardiac Surgery,N/A,Mortality,6213,6213,229,Short (< 3 months),0.75,Yes,"Age, Complex Surgery, Elective Surgery, Emergent Surgery, Sex, LV Function, Repeat Operation, Valve Surgery, CABG, Urgent Surgery",Adult; Aged; Cardiac Surgical Procedures/*mortality; Female; Humans; Intensive Care Units; *Length of Stay; Male; Middle Aged; Regression Analysis; Risk Factors
95-001-10,7882472,Lee,1995,Circulation,"Predictors of 30-day mortality in the era of reperfusion for acute myocardial infarction. Results from an international trial of 41,021 patients. GUSTO-I Investigators",Coronary Artery Disease (CAD),Acute Coronary Syndrome (ACS),Mortality,41021,41021,2851,Short (< 3 months),0.836,Yes,"Race, Cerebrovascular Disease, Country, Diabetes, Family History, Sex, Hypercholesterolemia, Hypertension, Infarct Location, Killip Class, Smoking, Angina, MI, Angioplasty, CABG",Aged; Blood Pressure; Body Height; Body Weight; Chi-Square Distribution; Female; Heart Rate; Humans; Male; Middle Aged; Myocardial Infarction/*drug therapy/mortality/physiopathology; Predictive Value of Tests; Streptokinase/*therapeutic use; *Thrombolytic Therapy; Time Factors; Tissue Plasminogen Activator/*therapeutic use
